instantHour,dteday,seasonHour,yrHour,mnthHour,hr,holidayHour,weekdayHour,workingdayHour,weathersitHour,tempHour,atempHour,humHour,windspeedHour,casualHour,registeredHour,cntHour,instantDay,seasonDay,yrDay,mnthDay,holidayDay,weekdayDay,workingdayDay,weathersitDay,tempDay,atempDay,humDay,windspeedDay,casualDay,registeredDay,cntDay
9570,2012-02-08,Dingin,1,Feb,16,0,3,1,Buruk,4.220000000000001,0.2727,81.0,7.0015,2.0,73.0,75.0,404,Dingin,1,Feb,0,3,1,Mendung,4.063348999999999,0.266421,72.2917,8.959307,109.0,2693,2802
9571,2012-02-08,Dingin,1,Feb,17,0,3,1,Buruk,3.2799999999999994,0.2576,87.0,7.0015,8.0,147.0,155.0,404,Dingin,1,Feb,0,3,1,Mendung,4.063348999999999,0.266421,72.2917,8.959307,109.0,2693,2802
9572,2012-02-08,Dingin,1,Feb,18,0,3,1,Buruk,3.2799999999999994,0.2576,87.0,7.0015,4.0,163.0,167.0,404,Dingin,1,Feb,0,3,1,Mendung,4.063348999999999,0.266421,72.2917,8.959307,109.0,2693,2802
9573,2012-02-08,Dingin,1,Feb,19,0,3,1,Buruk,3.2799999999999994,0.2576,87.0,7.0015,3.0,158.0,161.0,404,Dingin,1,Feb,0,3,1,Mendung,4.063348999999999,0.266421,72.2917,8.959307,109.0,2693,2802
9574,2012-02-08,Dingin,1,Feb,20,0,3,1,Buruk,3.2799999999999994,0.2424,87.0,8.9981,3.0,122.0,125.0,404,Dingin,1,Feb,0,3,1,Mendung,4.063348999999999,0.266421,72.2917,8.959307,109.0,2693,2802
9575,2012-02-08,Dingin,1,Feb,21,0,3,1,Buruk,3.2799999999999994,0.2273,87.0,12.998000000000001,3.0,126.0,129.0,404,Dingin,1,Feb,0,3,1,Mendung,4.063348999999999,0.266421,72.2917,8.959307,109.0,2693,2802
9576,2012-02-08,Dingin,1,Feb,22,0,3,1,Mendung,3.2799999999999994,0.2424,87.0,8.9981,3.0,95.0,98.0,404,Dingin,1,Feb,0,3,1,Mendung,4.063348999999999,0.266421,72.2917,8.959307,109.0,2693,2802
9577,2012-02-08,Dingin,1,Feb,23,0,3,1,Mendung,3.2799999999999994,0.2424,87.0,11.0014,3.0,57.0,60.0,404,Dingin,1,Feb,0,3,1,Mendung,4.063348999999999,0.266421,72.2917,8.959307,109.0,2693,2802
9578,2012-02-09,Dingin,1,Feb,0,0,4,1,Mendung,3.2799999999999994,0.2424,87.0,11.0014,3.0,23.0,26.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9579,2012-02-09,Dingin,1,Feb,1,0,4,1,Mendung,3.2799999999999994,0.2424,87.0,8.9981,2.0,10.0,12.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9580,2012-02-09,Dingin,1,Feb,2,0,4,1,Baik,2.34,0.2273,80.0,8.9981,0.0,2.0,2.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9581,2012-02-09,Dingin,1,Feb,3,0,4,1,Baik,2.34,0.2121,80.0,19.0012,0.0,4.0,4.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9582,2012-02-09,Dingin,1,Feb,4,0,4,1,Mendung,2.34,0.197,75.0,30.002599999999997,0.0,1.0,1.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9583,2012-02-09,Dingin,1,Feb,5,0,4,1,Baik,1.4000000000000004,0.1818,75.0,19.0012,0.0,18.0,18.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9584,2012-02-09,Dingin,1,Feb,6,0,4,1,Baik,1.4000000000000004,0.1818,75.0,19.0012,1.0,75.0,76.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9585,2012-02-09,Dingin,1,Feb,7,0,4,1,Baik,1.4000000000000004,0.197,69.0,16.997899999999998,4.0,263.0,267.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9586,2012-02-09,Dingin,1,Feb,8,0,4,1,Baik,1.4000000000000004,0.197,64.0,16.997899999999998,11.0,473.0,484.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9587,2012-02-09,Dingin,1,Feb,9,0,4,1,Baik,1.4000000000000004,0.197,59.0,15.001299999999999,9.0,229.0,238.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9588,2012-02-09,Dingin,1,Feb,10,0,4,1,Baik,2.34,0.2121,51.0,15.001299999999999,7.0,90.0,97.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9589,2012-02-09,Dingin,1,Feb,11,0,4,1,Baik,3.2799999999999994,0.2273,52.0,15.001299999999999,4.0,95.0,99.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9590,2012-02-09,Dingin,1,Feb,12,0,4,1,Baik,4.220000000000001,0.2273,48.0,22.0028,10.0,148.0,158.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9591,2012-02-09,Dingin,1,Feb,13,0,4,1,Baik,6.1,0.2727,42.0,22.0028,10.0,144.0,154.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9592,2012-02-09,Dingin,1,Feb,14,0,4,1,Baik,7.040000000000001,0.303,39.0,19.999499999999998,18.0,126.0,144.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9593,2012-02-09,Dingin,1,Feb,15,0,4,1,Baik,7.040000000000001,0.303,36.0,19.999499999999998,14.0,120.0,134.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9594,2012-02-09,Dingin,1,Feb,16,0,4,1,Baik,7.98,0.3333,36.0,0.0,15.0,223.0,238.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9595,2012-02-09,Dingin,1,Feb,17,0,4,1,Baik,7.98,0.3333,34.0,8.9981,12.0,387.0,399.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9596,2012-02-09,Dingin,1,Feb,18,0,4,1,Baik,7.98,0.3333,31.0,11.0014,13.0,404.0,417.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9597,2012-02-09,Dingin,1,Feb,19,0,4,1,Baik,7.040000000000001,0.3333,33.0,7.0015,8.0,287.0,295.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9598,2012-02-09,Dingin,1,Feb,20,0,4,1,Baik,7.040000000000001,0.3485,36.0,0.0,2.0,197.0,199.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9599,2012-02-09,Dingin,1,Feb,21,0,4,1,Baik,6.1,0.3182,52.0,6.0032,8.0,169.0,177.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9600,2012-02-09,Dingin,1,Feb,22,0,4,1,Mendung,6.1,0.3333,56.00000000000001,0.0,3.0,104.0,107.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9601,2012-02-09,Dingin,1,Feb,23,0,4,1,Mendung,6.1,0.3333,52.0,0.0,9.0,75.0,84.0,405,Dingin,1,Feb,0,4,1,Baik,4.455,0.261988,56.2083,13.000478999999999,163.0,3667,3830
9602,2012-02-10,Dingin,1,Feb,0,0,5,1,Mendung,5.160000000000002,0.303,65.0,6.0032,4.0,39.0,43.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9603,2012-02-10,Dingin,1,Feb,1,0,5,1,Mendung,5.160000000000002,0.303,61.0,6.0032,2.0,11.0,13.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9604,2012-02-10,Dingin,1,Feb,2,0,5,1,Baik,4.220000000000001,0.2879,52.0,6.0032,7.0,9.0,16.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9605,2012-02-10,Dingin,1,Feb,3,0,5,1,Baik,4.220000000000001,0.2879,56.00000000000001,6.0032,0.0,5.0,5.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9606,2012-02-10,Dingin,1,Feb,4,0,5,1,Baik,4.220000000000001,0.2879,56.00000000000001,6.0032,0.0,2.0,2.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9607,2012-02-10,Dingin,1,Feb,5,0,5,1,Baik,3.2799999999999994,0.2273,52.0,15.001299999999999,0.0,17.0,17.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9608,2012-02-10,Dingin,1,Feb,6,0,5,1,Baik,1.4000000000000004,0.197,59.0,12.998000000000001,3.0,61.0,64.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9609,2012-02-10,Dingin,1,Feb,7,0,5,1,Baik,1.4000000000000004,0.2121,59.0,11.0014,5.0,225.0,230.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9610,2012-02-10,Dingin,1,Feb,8,0,5,1,Baik,1.4000000000000004,0.2121,59.0,11.0014,1.0,447.0,448.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9611,2012-02-10,Dingin,1,Feb,9,0,5,1,Baik,2.34,0.2273,55.00000000000001,11.0014,10.0,265.0,275.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9612,2012-02-10,Dingin,1,Feb,10,0,5,1,Mendung,4.220000000000001,0.2727,48.0,8.9981,5.0,119.0,124.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9613,2012-02-10,Dingin,1,Feb,11,0,5,1,Mendung,5.160000000000002,0.2879,45.0,7.0015,19.0,134.0,153.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9614,2012-02-10,Dingin,1,Feb,12,0,5,1,Mendung,6.1,0.303,42.0,8.9981,8.0,168.0,176.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9615,2012-02-10,Dingin,1,Feb,13,0,5,1,Mendung,6.1,0.3182,42.0,6.0032,22.0,170.0,192.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9616,2012-02-10,Dingin,1,Feb,14,0,5,1,Mendung,7.040000000000001,0.3333,39.0,6.0032,8.0,138.0,146.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9617,2012-02-10,Dingin,1,Feb,15,0,5,1,Mendung,7.040000000000001,0.3333,45.0,8.9981,27.0,164.0,191.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9618,2012-02-10,Dingin,1,Feb,16,0,5,1,Mendung,7.98,0.3182,42.0,16.997899999999998,28.0,240.0,268.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9619,2012-02-10,Dingin,1,Feb,17,0,5,1,Mendung,7.98,0.3333,42.0,12.998000000000001,15.0,381.0,396.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9620,2012-02-10,Dingin,1,Feb,18,0,5,1,Buruk,6.1,0.303,61.0,8.9981,14.0,345.0,359.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9621,2012-02-10,Dingin,1,Feb,19,0,5,1,Mendung,7.040000000000001,0.3485,56.99999999999999,0.0,16.0,246.0,262.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9622,2012-02-10,Dingin,1,Feb,20,0,5,1,Mendung,7.040000000000001,0.3485,56.99999999999999,0.0,7.0,144.0,151.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9623,2012-02-10,Dingin,1,Feb,21,0,5,1,Mendung,7.040000000000001,0.3333,66.0,6.0032,14.0,108.0,122.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9624,2012-02-10,Dingin,1,Feb,22,0,5,1,Mendung,7.040000000000001,0.3485,66.0,0.0,11.0,102.0,113.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9625,2012-02-10,Dingin,1,Feb,23,0,5,1,Mendung,6.1,0.3182,70.0,6.0032,1.0,64.0,65.0,406,Dingin,1,Feb,0,5,1,Mendung,5.1991510000000005,0.293558,54.0,7.834243000000001,227.0,3604,3831
9626,2012-02-11,Dingin,1,Feb,0,0,6,0,Mendung,6.1,0.303,70.0,8.9981,3.0,50.0,53.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9627,2012-02-11,Dingin,1,Feb,1,0,6,0,Buruk,5.160000000000002,0.2879,81.0,8.9981,2.0,43.0,45.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9628,2012-02-11,Dingin,1,Feb,2,0,6,0,Buruk,4.220000000000001,0.2576,81.0,12.998000000000001,2.0,24.0,26.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9629,2012-02-11,Dingin,1,Feb,3,0,6,0,Buruk,3.2799999999999994,0.2273,87.0,15.001299999999999,0.0,9.0,9.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9630,2012-02-11,Dingin,1,Feb,4,0,6,0,Buruk,3.2799999999999994,0.2273,87.0,15.001299999999999,0.0,4.0,4.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9631,2012-02-11,Dingin,1,Feb,5,0,6,0,Buruk,2.34,0.2273,93.0,11.0014,0.0,2.0,2.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9632,2012-02-11,Dingin,1,Feb,6,0,6,0,Buruk,2.34,0.2273,93.0,8.9981,1.0,8.0,9.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9633,2012-02-11,Dingin,1,Feb,7,0,6,0,Buruk,2.34,0.2273,93.0,8.9981,0.0,19.0,19.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9634,2012-02-11,Dingin,1,Feb,8,0,6,0,Buruk,2.34,0.2273,93.0,8.9981,1.0,77.0,78.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9635,2012-02-11,Dingin,1,Feb,9,0,6,0,Buruk,2.34,0.2424,93.0,7.0015,5.0,85.0,90.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9636,2012-02-11,Dingin,1,Feb,10,0,6,0,Buruk,2.34,0.2424,93.0,7.0015,23.0,143.0,166.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9637,2012-02-11,Dingin,1,Feb,11,0,6,0,Mendung,3.2799999999999994,0.2576,81.0,7.0015,26.0,157.0,183.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9638,2012-02-11,Dingin,1,Feb,12,0,6,0,Mendung,4.220000000000001,0.2576,81.0,11.0014,25.0,196.0,221.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9639,2012-02-11,Dingin,1,Feb,13,0,6,0,Mendung,4.220000000000001,0.2424,81.0,19.0012,18.0,217.0,235.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9640,2012-02-11,Dingin,1,Feb,14,0,6,0,Mendung,4.220000000000001,0.2424,81.0,16.997899999999998,38.0,205.0,243.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9641,2012-02-11,Dingin,1,Feb,15,0,6,0,Mendung,6.1,0.2727,61.0,19.999499999999998,12.0,112.0,124.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9642,2012-02-11,Dingin,1,Feb,16,0,6,0,Buruk,2.34,0.197,75.0,27.999299999999998,12.0,134.0,146.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9643,2012-02-11,Dingin,1,Feb,17,0,6,0,Buruk,2.34,0.1818,69.0,31.0009,13.0,131.0,144.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9644,2012-02-11,Dingin,1,Feb,18,0,6,0,Mendung,2.34,0.1818,47.0,12.998000000000001,3.0,105.0,108.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9645,2012-02-11,Dingin,1,Feb,19,0,6,0,Mendung,1.4000000000000004,0.1515,40.0,36.9974,2.0,85.0,87.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9646,2012-02-11,Dingin,1,Feb,20,0,6,0,Mendung,-0.47999999999999954,0.1212,43.0,36.9974,1.0,62.0,63.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9647,2012-02-11,Dingin,1,Feb,21,0,6,0,Baik,-1.419999999999999,0.0758,43.0,12.998000000000001,5.0,43.0,48.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9648,2012-02-11,Dingin,1,Feb,22,0,6,0,Mendung,-1.419999999999999,0.1061,39.0,26.0027,0.0,46.0,46.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9649,2012-02-11,Dingin,1,Feb,23,0,6,0,Buruk,-2.3600000000000003,0.0758,50.0,32.9975,0.0,20.0,20.0,407,Dingin,1,Feb,0,6,0,Buruk,2.5358490000000007,0.210867,73.125,19.416332,192.0,1977,2169
9650,2012-02-12,Dingin,1,Feb,0,0,0,0,Buruk,-3.3,0.0758,68.0,26.0027,0.0,21.0,21.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9651,2012-02-12,Dingin,1,Feb,1,0,0,0,Buruk,-4.24,0.0455,79.0,31.0009,0.0,24.0,24.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9652,2012-02-12,Dingin,1,Feb,2,0,0,0,Mendung,-3.3,0.0606,57.99999999999999,39.000699999999995,1.0,26.0,27.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9653,2012-02-12,Dingin,1,Feb,3,0,0,0,Mendung,-3.3,0.0455,46.0,12.998000000000001,0.0,14.0,14.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9654,2012-02-12,Dingin,1,Feb,4,0,0,0,Mendung,-3.3,0.0455,46.0,12.998000000000001,0.0,1.0,1.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9655,2012-02-12,Dingin,1,Feb,5,0,0,0,Baik,-3.3,0.0758,49.0,26.0027,0.0,3.0,3.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9656,2012-02-12,Dingin,1,Feb,6,0,0,0,Baik,-3.3,0.0758,49.0,26.0027,0.0,2.0,2.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9657,2012-02-12,Dingin,1,Feb,7,0,0,0,Baik,-4.24,0.0909,53.0,12.998000000000001,0.0,18.0,18.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9658,2012-02-12,Dingin,1,Feb,8,0,0,0,Baik,-4.24,0.0758,53.0,16.997899999999998,0.0,26.0,26.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9659,2012-02-12,Dingin,1,Feb,9,0,0,0,Baik,-3.3,0.0909,49.0,19.999499999999998,3.0,60.0,63.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9660,2012-02-12,Dingin,1,Feb,10,0,0,0,Baik,-2.3600000000000003,0.1061,42.0,23.9994,8.0,83.0,91.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9661,2012-02-12,Dingin,1,Feb,11,0,0,0,Baik,-2.3600000000000003,0.1061,42.0,19.999499999999998,3.0,121.0,124.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9662,2012-02-12,Dingin,1,Feb,12,0,0,0,Baik,-1.419999999999999,0.0758,39.0,12.998000000000001,7.0,133.0,140.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9663,2012-02-12,Dingin,1,Feb,13,0,0,0,Baik,-0.47999999999999954,0.1212,40.0,30.002599999999997,10.0,128.0,138.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9664,2012-02-12,Dingin,1,Feb,14,0,0,0,Baik,-0.47999999999999954,0.1212,40.0,35.0008,9.0,102.0,111.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9665,2012-02-12,Dingin,1,Feb,15,0,0,0,Baik,-0.47999999999999954,0.1212,40.0,36.9974,5.0,150.0,155.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9666,2012-02-12,Dingin,1,Feb,16,0,0,0,Baik,1.4000000000000004,0.1667,34.0,31.0009,16.0,148.0,164.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9667,2012-02-12,Dingin,1,Feb,17,0,0,0,Baik,0.4599999999999991,0.1515,37.0,27.999299999999998,4.0,83.0,87.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9668,2012-02-12,Dingin,1,Feb,18,0,0,0,Baik,-0.47999999999999954,0.1212,40.0,31.0009,4.0,92.0,96.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9669,2012-02-12,Dingin,1,Feb,19,0,0,0,Baik,-0.47999999999999954,0.1364,40.0,19.0012,2.0,78.0,80.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9670,2012-02-12,Dingin,1,Feb,20,0,0,0,Baik,-1.419999999999999,0.1212,42.0,22.0028,1.0,56.0,57.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9671,2012-02-12,Dingin,1,Feb,21,0,0,0,Baik,-1.419999999999999,0.1212,43.0,19.999499999999998,0.0,36.0,36.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9672,2012-02-12,Dingin,1,Feb,22,0,0,0,Baik,-1.419999999999999,0.1515,43.0,11.0014,0.0,28.0,28.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9673,2012-02-12,Dingin,1,Feb,23,0,0,0,Baik,-1.419999999999999,0.1364,43.0,15.001299999999999,0.0,23.0,23.0,408,Dingin,1,Feb,0,0,0,Baik,-2.0075000000000003,0.101658,46.4583,27.417204,73.0,1456,1529
9674,2012-02-13,Dingin,1,Feb,0,0,1,1,Baik,-1.419999999999999,0.1364,46.0,15.001299999999999,0.0,9.0,9.0,409,Dingin,1,Feb,0,1,1,Baik,2.4574999999999996,0.227913,41.125,11.207961,94.0,3328,3422
9675,2012-02-13,Dingin,1,Feb,1,0,1,1,Baik,-2.3600000000000003,0.1212,50.0,15.001299999999999,0.0,6.0,6.0,409,Dingin,1,Feb,0,1,1,Baik,2.4574999999999996,0.227913,41.125,11.207961,94.0,3328,3422
9676,2012-02-13,Dingin,1,Feb,2,0,1,1,Baik,-1.419999999999999,0.1364,46.0,12.998000000000001,0.0,4.0,4.0,409,Dingin,1,Feb,0,1,1,Baik,2.4574999999999996,0.227913,41.125,11.207961,94.0,3328,3422
9677,2012-02-13,Dingin,1,Feb,3,0,1,1,Baik,-2.3600000000000003,0.1515,54.0,7.0015,0.0,1.0,1.0,409,Dingin,1,Feb,0,1,1,Baik,2.4574999999999996,0.227913,41.125,11.207961,94.0,3328,3422
9678,2012-02-13,Dingin,1,Feb,4,0,1,1,Baik,-2.3600000000000003,0.1667,54.0,6.0032,0.0,2.0,2.0,409,Dingin,1,Feb,0,1,1,Baik,2.4574999999999996,0.227913,41.125,11.207961,94.0,3328,3422
9679,2012-02-13,Dingin,1,Feb,5,0,1,1,Baik,-3.3,0.1212,57.99999999999999,8.9981,0.0,17.0,17.0,409,Dingin,1,Feb,0,1,1,Baik,2.4574999999999996,0.227913,41.125,11.207961,94.0,3328,3422
